id,mitigation_id,mitigation_name,mitigation_description,attack_id,attack_type,relationship
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1095,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1542.005,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific protocols, such as TFTP, can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific technique used by a particular adversary or tool, and will likely be different across various network configurations. "
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1566.001,['enterprise-attack'],Network intrusion prevention systems and systems designed to scan and remove malicious email attachments can be used to block activity.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1573.001,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1090.001,['enterprise-attack'],"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1071.002,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1602.002,['enterprise-attack'],onfigure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources. Create signatures to detect Smart Install (SMI) usage from sources other than trusted director.(Citation: US-CERT TA18-106A Network Infrastructure Devices 2018)
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1048.003,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1557,['enterprise-attack'],Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,M1031,Network Intrusion Prevention,Use intrusion detection signatures to block traffic at network boundaries.,T1102.002,['enterprise-attack'],Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
course-of-action--7bb5fae9-53ad-4424-866b-f0ea2a8b731d,M1020,SSL/TLS Inspection,Break and inspect SSL/TLS sessions to look at encrypted web traffic for adversary activity.,T1573,['enterprise-attack'],SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols.
course-of-action--7bb5fae9-53ad-4424-866b-f0ea2a8b731d,M1020,SSL/TLS Inspection,Break and inspect SSL/TLS sessions to look at encrypted web traffic for adversary activity.,T1090,['enterprise-attack'],"If it is possible to inspect HTTPS traffic, the captures can be analyzed for connections that appear to be domain fronting."
